artist,release,label,cat_no,review,release_id
MTD,Mokusha,Binary Cells,004,"Boomy, reverberating DJ tool Techno deepness b/w tougher Birth Of Frequency remix",79426
Conforce,Depth Over Distance,Delsin,107,Fine atmospheric Techno tracks,71458
Avatism,Killing The Hour,Nonplus,042,"Fresh, outstanding, percussive Techno cuts & Pseudo-Trance bonus anthem",24711
Various Artists,Dilated Pupils,Oblique Music,006,"Amospheric, dubbed out Techno mini-compilation",79425
Alex Bau & Mikael Jonasson,Und3rjord,Odd Even,017,Highly effective DJ tool Techno EP,79509
Andrew Red Hand,Dear Goddess,MOS,Deep 028,Superb Detroit led jacking Deep Techno tracks,77561
Sinfol,Pull Back,Anagram,012,Dreamy & effective Acid Techno drivers,79294
Various Artists,Rapid Eye Movement,Rapid Eye Movement,003,"Boomy, driving, dreamy Techno mini-compilation",79421
Rhyw,Droogs,Tar Hallow,008,"Driving, acidic, haunting Techno stompers",79419
Claro Intelecto,Exhilarator,Delsin,127,"Expertly atmospheric, bottom heavy, slow grinding Techno album",78729
Jasper Wolff & Maarten Mittendorff,Tesseract,Delsin,128,"Deep, dubbed out, Detroit appreciating Techno EP, black vinyl version!",79169
Various Artists,Limits Of Existence Vol. 1,Falling Ethics,Eleven 001,Heavy dense Techno mini-compilation,79174
Hiroshi Watanabe,Threshold Of Eternity,Transmat,090,Dreamy Techno cut,79412
Insolate,Obscure Object Of Desire,User Experience,005,Direct banging Techno cuts,79344
Nocow,Zemlya,Figure,094-3,Perfect big room Techno w/ Ambient interludes,21465
Nuel,Hyperboreal,Further Records,100,Far out shimmering & droning Ambient Techno soundscapes,74985
Neil Landstrumm,Like A Sultan EP,Rawax,Ltd. 003,"Diverse, fresh take on UK Techno heritage w/ echoes of Bleep & Acid",70052
Somewhen,Null EP,Ostgut Ton,Unterton 010,"Deadly, refined, pure Techno EP",77024
Brassfoot,Dreamstate Intercal,Bio Rhythm,017,Superb leftfield Techno jams,75694
Frozen Border,Frozen Border 02,Frozen Border,002,Crystal clear raw DJ tool Techno,58379
Sebastian Mullaert & Ulf Eriksson,The Dance Remixed 2,Kontra Musik,048,Dubbed out & tripping Techno remix set,77213
Various Artists,True Territories Volume 1,Lockertmatik,006,Fine acidic to dubbed out diversified Techno label showcase,74702
Imre Kiss,Strangers,Mörk,016,"Remarkable, reduced, atmospheric Techno cuts",31629
Myler,Gorilla Biscuits,Pennyroyal,006,"Hard hitting, noisy distorted, banging Techno EP",70981
Alignment,New World,Voxnox,033,Heavy anthemic big room Techno pounders,34509
Luis Ruiz,Anunnaki Invasion EP,Warm Up,028,"Hard, effective DJ tool Techno",26329
Emmanuel,Hoary,Darkmatter,003,Heavy DJ tool Techno stompers,79343
Yeelen,Mawla Duga,Deep Sound Channel,015,Deep DJ tool Techno trips,79384
A. Brehme,Intiyat,Form And Function,002,"Hypnotic, boomy, atmospheric Techno deepness",79353
Wata Igarashi,Sekala,Midgar,014.2,"Fine, atmospheric, boomy Techno trips",79431
Shorelights,Ancient Lights,Subwax,LP 03,Rod Modell co-prod. opulent Ambient / Dub Techno album,79229
Deep’a & Biri,Dominance,Black Crow,LP 001,"Boomy, spaced out swirling, perfect big room Techno album",21357
Shlømo,Rechaïm,Bright Sounds,003,Excellent atmospheric Techno trips,20265
Strisc,Void EP,Strisctrx,003,"Experimental edged, forward thinking, refreshing Techno",18155
Opuswerk,Social Condenser,Arts,030,Dreamy Techno stompers,78340
Deep’a & Biri,Linear Regression,Balans,022,"Excellent, dubbed out, minimalist Techno deepness",78543
Mike Davis,Communiqué From An Absent Future,Brenda,008,Pure atmospheric Techno EP,79109
Yan Cook,Magnesia,Ear To Ground,021,Highly effective pounding big room Techno EP,78114
Randomer / Clouds,Headstrong 1,Headstrong,001,"Ace, forward thinking, modern, stepping Techno banger",28812
Dotwav,Paradoxon,Konflkt,015,Effective Techno bangers,79342
JK Flesh,PI 04,Pi Electronics,004,Viscious Techno grinders,79100
Re:Axis,Light & Shadows,Planet Rhythm,UK BLK 008,Experienced Techno tools,32392
Dubiosity & Pjotr G,A Man Is No Island,Planet Rhythm,UK BLK 015,"Dreamy, boomy, effective Techno EP",77675
Crossing Avenue,Avantieri,Spazio Disponibile,012,Smart organic Ambient Techno EP,79243
Kirk Degiorgio,Nairobi,A.R.T.,NR 1,Reissue of finest Degiorgio techno works w/ an excellent Craig version,61815
Various Artists,Movies For The Blind,Code Is Law,003,Techno mini compilation,69534
Johannes Volk,Planetary Mosaic,Exploration,009,"Crafty, classy, classic Detroit Techno leaning EP",74474
DJ Spider & Franklin De Costa,Genetically Modified Tracks Vol. 2,Killekill,024,"Stomping, jacking DJ tool Techno cuts",72441
Dustin Zahn & Joel Mull,Way Of The Wild,Parabel,011,"Optimized, effective, spaced out big room Techno EP",21008
Hi-Lo,Dirty Towel EP,Pomelo,011,"Original Central crew with killer Techno, Electronica & locked grooves",31612
Koehler,Oblivious Pool,Die Orakel,010,Diverse set of breakbeat saturated Techno slammers & Chill-wave Ambient bonus,28738
We Will Fail,Very Urgent,Refined Productions,002,"Stepping, dark, forward thinking IDM / Techno integration",21377
Roman Poncet,Walfisch,Arts,Collective 003,Effective DJ tool Tech House w/ driving big room Techno remixes,30792
Cncpt,Citofono,Brenda,006,"Perfect, pure, spacious Techno bomb",78318
Bas Mooy,"Rage, Remedy And The Lash EP",Mord,006,Perfect big room DJ tool Techno,70031
A001,Nyctophobia,Mord,031,Devastating raw Techno voodoo - killer!,76431
Stranger,Crossover,Perspektiv,001,Banging Rave tributes,74205
Rhyw,Emulsion Steps,Fever AM,002,"Raw, gnarly, dubbed out Techno stompers",79371
L’estasi Dell’oro,Every Light Is Blue EP,Macro,045,Supreme psychedelic Techno trips,74525
Dint,Hooker,Horo,Ex 013,"Dark, Doom Metal leaning, stepping Techno / Hardcore EP",21354
Terence Fixmer,Aktion Mekanik Theme Remixes,Ostgut Ton,088,Reissued EBM rooted Techno banger in three new 2015 versions,73345
Terence Fixmer,Beneath The Skin,Ostgut Ton,097,Excellent boomy big room Techno floorfillers,76421
Unbalance,Reeko & Skudge Remixes,Rebalance,004,"Boomy, densely atmospheric big room Ambient Techno trips",30874
Michael Wells,Three Marks Of Existence,Weekend Circuit,018,"Tough banging, Industrial Ambient & 1990s UK leftfield Techno reminiscent EP",28716
Mod21 / Drafted,Wormhole,Methodical,003,"Puristic to boomy, spaced out Techno spilt EP",79321
Steve Parker,Interplanetary Dust,Planet Rhythm,UK BLK WHT 002,Varied effective DJ tool Techno album,79184
Mumdance & Logos,Perc & Truss Remixes,Tectonic,097,"Stunning, deadly, hard Techno versions",77895
Z.I.P.P.O.,Night Again,Virgo,005,"Optimized, anthemic, boomy big room Techno EP",21360
Private Press,Part One,Indigo Aera,021,Strong post-Shed Dub Techno cuts,79173
Insolate,Mulberry Tree,Proletarijat,005,"Effective, metallic, spaced out Techno bangers",79220
Alex Danilov & Developer,LF RMX 006,LF RMX,006,Perfect big room Techno DJ tool mixes,21332
Von Grall,Infinitum,Horo,Ex 016,"Blue atmospheric, pulsating Ambient Techno excursions",21387
Various Artists,In Silent Series,In Silent Series,003,Wonderful dense Ambient & dark effective Techno cuts,20968
Dark Quadrant,The Cosmic Perspective,Eternal Friction,002,"Highly effective, heavy, spaced out Techno stompers",79177
Janice,Janice 4,Janice,004,Excellent forceful big room Techno pounders - download card included,79182
Various Artists,Prime EP,Pole Group,Aine 001,Varied atmospheric big room Techno mini-compilation,79186
Setaoc Mass,Decipher,SK Eleven,004,Perfectly optimized big room Techno efficiency,78067
Jamaica Suk,Art Vs. War,Gradient,001,Boomy atmospheric Techno cuts b/w bouncy Cassegrain remix,79157
Zenker Brothers,Immersion,Ilian Tape,LP 001,"Crafty excursions into Breakbeat-heavy, leftfield & 1990s school banging Techno (comes w/ download)",31756
Albert Van Abbe / SP-X,Figure Jams 004,Figure,Jams 004,"Minimalist, bleeping, perfect big room Techno set",22452
Fran Hartnett,It Was Written In Vapour EP,Audio Assault,037,Driving DJ tool Techno,29141
Primitive Trust,Little Love EP,Aus Music,123,Mellow big room Tech House / Electronica hybrids w/ remarkable Robert Hood prod. remix,21588
Gëinst,Uchronie EP,Arts,Transparent 007,"Well executed, classy, big room Techno drivers",76892
Stare 5,Void Swimmer,EPM Music,019,Bryan Zentz prod. Detroit school Techno EP,79219
Max Durante,The Experiment,Kynant,008,"Dusky, claustrophobic, experimental Ambient / Techno album",79080
Various Artists,Herdersmat Part 8,Mord,H 001,"Perfect, pure & raw Techno bangers",76264
Iori,Circulate,Oktave,002,"Mesmerizing, far reverberating, effective Techno trips",79271
Nocow,Vozduh,Figure,094-1,Perfect big room Techno w/ Ambient interludes,21469
Nocow,Voda,Figure,094-2,Perfect big room Techno w/ Ambient interludes,21467
Maenad Veyl,"Somehow, Somewhere They Had Heard This Before",Pinkman,Broken Dreams 010.5,"Excellent, psychedelic, heavy EBM / Industrial Techno trips",21014
2000 And One,Belongings,Delsin,X 12,Uplifting effective Detroit rooted Techno cuts,78982
Dustin Zahn / Emmanuel,Excuse The Disorder,Enemy,Arts 002,Boomy & dense big room Techno set,76110
Various Artists,Uncover 3.0,Granulart,011,"Well selected, highly effective, boomy Techno mini-compilation",79176
Reeko,Bad Connection,Planet Rhythm,UK 084,Excellent DJ tool Techno EP,22478
Von Grall,Better Places,Planet Rhythm,UK BLK 019,"Smartly tripped out, effective big room Techno hypnotism",78065
Berg Jaär,Roöm,Roöm,001,Effective punchy Techno cuts,79113
Agents Of Time,Xylo,Curle,059,Driving spaced out Techno workouts,78073
Bnjmn,Black Coast,Tiercel,002,"Mesmerizing, atmospheric, boomy Techno cuts",78745
Parallel 9,Technique EP,Artless,2197,Steve Rachmad prod. classic Detroit-ish techno,54690
Project 223,On a Mountain,FCR,007,Effective Acid Techno trips,33655
Kowton,Utility,Livity Sound,019,Classy original Bristolian Techno album w/ echoes of 1990s US Techno heritage,74191
Henning Baer,Pittsburgh Left,Manhigh,002,"Gloomy, metallic, reverberating Techno cuts w/ offbeat Kangding Ray remix",77358
Charlton,Forgotten,Mord,023,Straight forward Techno bangers,74424
Decka,Begyndelsen,Spe:c,01501,"Direct, heavy, stepping Techno cuts",74139
Decibel,Whirl,Tectonic,072,UK Techno bomb,68801
Subjected,Selected Works I,Arts,Collective 012,Effective stomping big room Techno cuts b/w dramatic Ambient outro,77332
Ruhig,Lethargy,Awry,002,"Grinding, acidic, spaced out Techno cuts",79192
Missing Channel,Onslaught,Fjaak,002,Robert Hood & Claude Young prod. Detroit Techno classic from 1991 w/ contemporary remix treatment,79162
Stranger,Paranoid Dancer,Perspektiv,002,Full on Rave Techno cuts,78391
YYYY,Relic,Planet Rhythm,UK LTD YYYY,Excellent adventurous Techno bangers,77696
Sstrom,Vitriol,Rösten,003,Uniquely immersive Techno experimentalism by one half of Shxcxchcxsh,79120
Kike Pravda,Queen Of The Damned,Warm Up,029,"Hard, effective DJ tool Techno",26519
Various Artists,Sandwell District Sampler Single 1,Sandwell District,SMP 1,"Excellent, atmospheric Techno - one NM- copy",61010
Benjamin Damage,Montreal,R&S,1714,"Driving, spaced out Techno cuts w/ blurry Ambient atmosphere",24244
Various Artists,Sampler A,Self Reflektion,010 A,"Straight forward, rave-ready Techno mini-compilation",79096
Abstract Division,Time and Perception Pt. 1,Dynamic Reflection,016,Effective big room Techno EP w/ excellent Shifted version,67984
Abstract Division,Time and Perception Pt. 3,Dynamic Reflection,018,"Perfect, effective big room DJ tool Techno",68582
Jasper Wolff & Maarten Mittendorff,Remixed,Indigo Aera,020,"Excellent, effective, dubbed out Techno remix compilation",78689
Anthro,Haute Precision,Genesa,009,"Excellent, hard hitting, hostile Techno bangers",77941
Oleka,Dismay,Genesa,010,"Hard hitting, distorted, stepping Techno crushers",78578
Jasen Loveland,My Medicine,Acid Camp,004,Pue Acid Techno EP,22256
Hodge & Randomer,If I Could Stop,Clone,CBS 027,"Excellent, highly effective Techno pounders",78683
Shlømo,In Absentia - Tome 2,Delsin,C 12,"Dreamy, dense, atmospheric big room Techno EP",78858
Subversive,Subversive Remixes,VRV,008,Optimized chords driven big room Techno indulgence,78235
Hiver,The Last Straw,Let,007,Dreamy mesmerizing Techno trips,79119
Unbalance,Genesis,Arts,Collective 014,"Dubbed out, boomy, effective Techno drivers",77672
Finder,Mannequin,Lowercase Life,003,Radial prod. uplifting Detroit oriented Techno cuts,79092
Orbe,Laser's Worldwar,Palinoia,003,Pure atmospheric Techno cuts,79095
Etapp Kyle,Axiom,Klockworks,016,"Subtly atmospheric, puristically pulsating, deadly Techno EP",74569
Manni Dee,Between Desires & Deeds,Black Sun Records,007,Hard hitting Techno banger,68917
Archivist & Fugal,Undertow,Bleed,009,"Boomy, straight foward stomping, subtly spaced out Techno EP",12939
We Will Fail,Schadenfreude,Refined Productions,001,"Stunning, explorative Techno / IDM integration",21376
Adam X,Bedeviled,Sonic Groove,1675,Gravely stomping & stepping Industrial Techno pressure,76731
Redshape,Blink,Nonplus,044,"Warmly atmospheric, classic Detroit school trained, big room aiming DJ tool cut",79065
AWB,Bloomingville,Blocaus,004,"Excellent, dense, stomping, dreamy big room Techno cuts",78987
Moerbeck,T.R.I.P.S.,Code Is Law,008,"Effective, classy DJ tool Techno set (comes w/ download)",06135
Primal Code,Artemisia,Konstrukt,008,"Dreamy, widely reverberating Ambient Techno EP",79085
Fanon Flowers,Turgite,Tar Hallow,TAR 001,Effective pure Techno trips,79091
Developer,Proxy Conflicts,Tsunami,039,Effective boomy Techno tools,79088
Fadi Mohem,Reckless,Werk,001,"Excellent, pure, driving Techno cuts - download code included",78852
Stefan Vincent,The Spaces Between Time,Dynamic Reflection,037,"Perfectly executed, dreamy Acid Techno EP",78864
Various Artists,Act IV,Propaganda Moscow,004,Forcefully stomping to dubbed out Techno mini-compilation,78865
Oscar Mulero,Pattern Series 4 Remixes Part 1,Warm Up,050 A,Varied driving big room Techno remix mini-compilation,78698
Boston 168,Acid Morning,Enemy,027,Crafty 1990s school Acid Techno trips,73081
Boston 168,90s Space,Enemy,033,Fabulous dreamy big room Techno pounders,78030
Hodge,Beneath Two Moons,Berceuse Heroique,046,"Ever convincing Hodge prod. fresh, stomping to spaced out Ambientish Techno EP",21457
Bleak,Rebirth,Cabrera,008,"Boomy, subtly spaced out, big room Techno rhythms",29205
Tom Dicicco,Shadows & Tears,Delsin,117,Fine bottom heavy & spaced out Techno cuts,75832
Redshape,Best Of Live - Volume 2,Delsin,120,DJ tool Techno tracks,77456
Rhine,De Storm EP,Delsin,C 9,"Boomy, stepping Techno w/ drifting Ambient Electronica sound sphere",36844
Sebastian Mullaert & Ulf Eriksson,The Dance Remixed 1,Kontra Musik,046,Dubbed out & tripping Techno remix set,76714
Blicz,Mineral,Volphonie,002,"Effective, dreamy, stomping big room Techno trips",79061
Recid,Too Fast,Arts,014,"Euphoric, classic Detroit Techno inspired cuts",74529
Tensal / P.E.A.R.L.,Power Of Lust,Falling Ethics,012,Powerful Techno stompers / experimental Ambient excursions,78161
Tomohiko Sagae,The Spurt of Blood,Furanum,011,"Hard, Techno related, Industrial leaning hybrid EP",73487
Clouds,Radical Cutting Methods,Overlee Assembly,002,Anthemic & hard hitting Techno killers,68307
Various Artists,Omniform I,Parabel,010,"Boomy, dreamy, effective Techno mini-compilation",78991
Denise Rabe,The Fox And The Raven,Rabe,001,"Excellent, forceful, dark big room Techno bangers",78820
DJ Marfox,Chapa Quente,Príncipe,014,"Compelling, ’in ya face’ next-to-Techno Kuduro derived, universal rhythm tracks",20766
Porter Ricks,Anguilla Electrica,Tresor,295,"Porter Ricks forever! Succeeding in the quest for an absolute, futuristic, completely idiosyncratic sound -  (comes w/ download code)",78039
LA Synthesis,Agraphobia Relapse,De:tuned,008,1994 dreamy Techno classic in perfectly curated & expertly affectionate remix treatments,74429
Stefan Vincent,Elephant’s Foot,Dynamic Reflection,021,"Excellent, partly Mills-works leaning, spaced out, minimalist Techno EP",70467
Tim Wolff,Skeptic,Dynamic Reflection,030,Banging Techno energizers,76012
Exium,Aces High,Planet Rhythm,UK 086,Hard DJ tool Techno,27658
J.C. & Kastil,No Spiritual Surrender,Cabrera,010,Absorbing & coherent Techno album,78682
Israel Vines,Gatekeepers,Eye Teeth,003,Fine moody Techno cuts,75413
Johannes Volk,The Awakened Guardians,Exploration,008,Proper Techno banger w/ echoes from 1990s Detroit school,70869
Teersom,Teersom 2,Keys Of Life,025,Fresh Techno jams,28867
Vladimir Dubyshkin,For Various Reasons 1,Macro,051,Blinding Braindance Techno rave banger - anthem alert!,54028
Various Artists,This Thing Of Ours EP,Planet Rhythm,UK 064,"Diverse, big room DJ tool Techno EP",26139
Ulysses,Feelings EP,The Bunker New York,019,Low slung raw Techno jams,76153
Unknown Entity,Bad Ju Ju,Unknown Entity,001,"Dry, crispy, stepping to banging pure Techno cuts",74079
JoeFarr,Plastic Form,User Experience,002,Forceful Techno bangers,78653
Ruhig,Sleeping Oracle EP,Midgar,013.1,"Boomy, reverberating Techno trips",78925
Hertz Collision,All Going,Order & Devotion,003,Anthemic dreamy big room Techno voyage,78861
Oscar Mulero,Pattern Series 4 Remixes Part 2,Warm Up,050 B,Varied driving big room Techno remix mini-compilation,78821
Mark Broom,Z Beats,EPM Music,018,"Highly effective, Robert Hood appreciating Techno cuts",78916
J&L,Tides,Deep Sound Channel,014,"Dubbed out, deamy Techno drivers",78856
Zanias,To The Core Remixes,Noiztank,011,Relentlessly banging Industrial Techno remix set,78998
Damon Wild,Cosmic Path,Infrastructure,024,"Spaced out, minimalist, jacking, highly effective US Techno DJ tool set",23110
